source_id@collection_memberships.#1@collection_memberships.#2@collection_memberships.#3@collection_memberships.#4@collection_memberships.#5@subscription.#1@subscription.#2@subscription.#3@subscription.#4@subscription.#5@Acronym@Administration@Asset_Classification@ONCO_ATC_Code@ATC_Level3@Black_Box@Company_HQ@Completion_Date@Current_Status@Drug_Description@Drug_Type@DynamicObjectID@ONCO_Full_Indication@Gender@ONCO_Hospital_Status@HTA_Decision_Date.RawValue@HTA_Decision_Date.Value@ICER_QALYs@Intervention@Intervention_Type@Length_Of_Trial@Level_Of_Reimbursement@Licensing_Status@Line_Of_Therapy@NCT_Code@No_Of_Patients@Official_Dosage@ONCO_Approval_Date.RawValue@ONCO_Approval_Date.Value@ONCO_Marketing_Date@ONCO_Orphan_Drug@Breakthrough_Therapy@ONCO_Start_Date@ONCO_Warnings@Other_IDs@ONCO_Parallel_Import@Patent_Expiration@Patient_Description@Patient_Profile@Patient_Profile_Age_Groups@Phase_Of_Trial@Portfolio_Pipeline_Status@ONCO_Regulatory_Submission_Date@Reimbursement_Guidance@Reimbursement_Plan@Results_Efficacy@Results_Safety_and_Adverse_Events@Sponsors@Study_Funded_By@ONCO_Therapeutic_Class@Type_Of_Therapy@API.#1@API.#2@API.#3@API.#4@API.#5@API_KEY@ONCO_Company.#1@ONCO_Company.#2@ONCO_Company.#3@ONCO_Company.#4@ONCO_Company.#5@ONCO_Company_KEY@Country_Clinical_Trial.#1@Country_Clinical_Trial.#2@Country_Clinical_Trial.#3@Country_Clinical_Trial.#4@Country_Clinical_Trial.#5@Country_Clinical_Trial_KEY@Disease_Area.#1@Disease_Area.#2@Disease_Area.#3@Disease_Area.#4@Disease_Area.#5@Disease_Area_KEY@Drug.#1@Drug.#2@Drug.#3@Drug.#4@Drug.#5@Drug_KEY@Drug_Class.#1@Drug_Class.#2@Drug_Class.#3@Drug_Class.#4@Drug_Class.#5@Drug_Class_KEY@Primary_Endpoint.#1@Primary_Endpoint.#2@Primary_Endpoint.#3@Primary_Endpoint.#4@Primary_Endpoint.#5@Secondary_Endpoints.#1@Secondary_Endpoints.#2@Secondary_Endpoints.#3@Secondary_Endpoints.#4@Secondary_Endpoints.#5@Stage_Of_Disease.#1@Stage_Of_Disease.#2@Stage_Of_Disease.#3@Stage_Of_Disease.#4@Stage_Of_Disease.#5@Trial_Design.#1@Trial_Design.#2@Trial_Design.#3@Trial_Design.#4@Trial_Design.#5@Assumption_value@Assumption_unit@ATC_Calculation_attempt@Average_Annual_Cost@Average_Cost_Per_Treatment_Cycle@Average_Duration_of_Use.Value@Average_Duration_of_Use.Unit@Average_Duration_of_Use.Comment@Average_Treatment_Cost.RawValue@Average_Treatment_Cost.Value@Cost_Per_Day@Number_of_Units@ONCO_Exchange_Rate@Factory_Price@Retail_Price@Wholesale_Price@PriceTimestamps.ManufacturerPriceDelta.TimeStamp@PriceTimestamps.ManufacturerPriceDelta.ValueChange@PriceTimestamps.ManufacturerPriceDelta.PercentageChange@PriceTimestamps.WholesalerPriceDelta.TimeStamp@PriceTimestamps.WholesalerPriceDelta.ValueChange@PriceTimestamps.WholesalerPriceDelta.PercentageChange@PriceTimestamps.RetailerPriceDelta.TimeStamp@PriceTimestamps.RetailerPriceDelta.ValueChange@PriceTimestamps.RetailerPriceDelta.PercentageChange@Price_Per_MG@Treatment_Phase_1.Cycle_Duration@Treatment_Phase_1.Cycle_Repetition@Treatment_Phase_1.Dosage_Unit@Treatment_Phase_1.Dosage_Value@Treatment_Phase_1.Treatment_Duration@Treatment_Phase_2.Cycle_Duration@Treatment_Phase_2.Cycle_Repetition@Treatment_Phase_2.Dosage_Unit@Treatment_Phase_2.Dosage_Value@Treatment_Phase_2.Treatment_Duration@Treatment_Phase_3.Cycle_Duration@Treatment_Phase_3.Cycle_Repetition@Treatment_Phase_3.Dosage_Unit@Treatment_Phase_3.Dosage_Value@Treatment_Phase_3.Treatment_Duration@Price_Date@ONCO_Price_per_Unit.RawValue@ONCO_Price_per_Unit.Value@Import_Id@Form@Currency@Active_Ingredients.Original.Active_Ingredient@Active_Ingredients.Original.Input_Language@Active_Ingredients.Original.Active_Ingredient_Translated@Active_Ingredients.Original.Volume@Active_Ingredients.Original.Volume_Unit@Active_Ingredients.Original.Dose@Active_Ingredients.Original.Dose_Unit@Active_Ingredients.Original.Strength@Active_Ingredients.Original.Strength_Unit@Active_Ingredients.Original.Strength_Comment@Active_Ingredients.Original.DDD@Active_Ingredients.Original.DDD_Unit@Active_Ingredients.Original.DDD_Comment@Active_Ingredients.Extracted.Active_Ingredient_Item.#1@Active_Ingredients.Extracted.Active_Ingredient_Item.#2@Active_Ingredients.Extracted.Active_Ingredient_Item.#3@Active_Ingredients.Extracted.Active_Ingredient_Item.#4@Active_Ingredients.Extracted.Active_Ingredient_Item.#5@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#1@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#2@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#3@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#4@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#5@Active_Ingredients.Extracted.Strength_Item.#1@Active_Ingredients.Extracted.Strength_Item.#2@Active_Ingredients.Extracted.Strength_Item.#3@Active_Ingredients.Extracted.Strength_Item.#4@Active_Ingredients.Extracted.Strength_Item.#5@Active_Ingredients.Extracted.Strength_CALC@Active_Ingredients.Extracted.Strength_unit@Active_Ingredients.Extracted.Strength_value@Active_Ingredients.Extracted.DDD@TimeStamp@geographic_location.#1.row_id@geographic_location.#1.name@geographic_location.#2.row_id@geographic_location.#2.name@geographic_location.#3.row_id@geographic_location.#3.name@geographic_location.#4.row_id@geographic_location.#4.name@geographic_location.#5.row_id@geographic_location.#5.name
14924641@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@ROCKVILLE, MARYLAND@@@Panzem is an orally active, well-tolerated compound that has antiproliferative, antiangiogenic and anti-inflammatory properties. Panzem attacks tumor cells through multiple mechanisms of action (MOA) and blocks the development of new blood vessels that feed tumor cells. Panzem's MOAs include the disruption of angiogenesis through the inhibition of hypoxia inducible factor-1 alpha (HIF-1a), a protein required for angiogenesis and cell survival under stress. The inhibition of angiogenesis is an important approach to the treatment of both cancer and rheumatoid arthritis. Initial development of 2ME2 has been focused on various oncology indications. While modest antitumor activity has been demonstrated across most clinical studies, there is no clear development path that would allow the Company to narrow the indications for the next series of larger randomized studies. Panzem for oncology is a drug candidate that needs to be developed in combination with other chemotherapeutic agents, requiring the conduct of further non-randomized trials to clarify specific combinations and indications. Conversely, Panzem has potential as a single agent in rheumatoid arthritis based on its antiangiogenic, antiiflammatory, and antiosteoclastic (bone resorption) properties.@@14924641@Metastatic docetaxel-refractory androgen-independent prostate cancer@@-@-@@NO REVIEW@@@@-@Entremed announces restructuring plan, including the loss of 60% of staff and core focus on development of ENMD-2076. [EntreMed, 19.12.2008]@SECOND-LINE@NCT00394810@-@-@-@@@-@@11/1/2006@-@-@@-@-@@@II@DISCONTINUED@@-@-@Development discontinued; modest antitumor activity has been shown across most of the clinical studies, yet there is not a clear development path that would narrow the indications for larger randomized studies. Additional trial costs, the high doses required for use in oncology, and manufacturing/process development expenditures would together require the commitment of a disproportionate amount of resources and limit clinical development efforts on the remainder of the pipeline. SOURCE: Entremed press release, 13 March 2008@-@@@@MONO@2-METHOXYESTRADIOL@@@@@2-METHOXYESTRADIOL||||@ENTREMED@@@@@ENTREMED||||@@@@@@|||||||||@Prostate Cancer@@@@@Prostate Cancer|||||||||@PANZEM NCD@@@@@PANZEM NCD||||@2ME2@Angiogenesis Inhibitor@@@@2ME2|Angiogenesis Inhibitor|||@RESPONSE RATE@SAFETY@@@@@@@@@METASTATIC@REFRACTORY@@@@NON-RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14921678@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Combo with Tarceva@@-@-@-@BASEL, SWITZERLAND@@@The active substance in Afinitor, everolimus, is an anticancer medicine, which acts by blocking a protein called ‘mammalian target of rapamycin' (mTOR). In the body, everolimus attaches to a protein that is found inside cells to make a ‘complex'. This complex then blocks mTOR. Since mTOR is involved in the control of cell division and the growth of blood vessels, Afinitor prevents the division of cancer cells and reduces their blood supply. This slows down the growth and spread of kidney cancer.@@14921678@Previously treated with chemotherapy@@-@-@@NO REVIEW@@@@-@-@-@NCT00456833@180@-@-@@@EMEA issued positive opinion to grant Orphan Drug status for everolimus to treat neuroendocrine gastroenteropancreatic tumours@@6/1/2005@-@CRAD001C2111@@-@-@@@I/II@II@@-@-@RESULTS PENDING@-@@@@COMBO@EVEROLIMUS@ERLOTINIB@@@@EVEROLIMUS|ERLOTINIB|||@NOVARTIS@GENENTECH@@@@NOVARTIS|GENENTECH|||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@AFINITOR@RAD-001@TARCEVA@@@AFINITOR|RAD-001|TARCEVA||@Immunotherapy@Immunosuppressive@mTOR Inhibitor@@@Immunotherapy|Immunosuppressive|mTOR Inhibitor||@DOSE-LIMITING TOXICITY@@@@@@@@@@ADVANCED@@@@@NON-RANDOMISED@OPEN-LABEL@DOSE COMPARISON@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14922837@Onco@@@@@300f1010ntsdm@@@@@@NO LABELLED TRIAL@@@@NO@MADISON, NEW JERSEY@@@Calcium folinate is the calcium salt of 5-formyl tetrahydrofolic acid. It is an active metabolite of folinic acid and an essential coenzyme for nucleic acid synthesis in cytotoxic therapy. Calcium folinate is frequently used to diminish the toxicity and counteract the action of folate antagonists, such as methotrexate. Calcium folinate and folate antagonists share the same membrane transport carrier and compete for transport into cells, stimulating folate antagonist efflux. It also protects cells from the effects of folate antagonist by repletion of the reduce folate pool. Calcium folinate serves as a pre-reduced source of H4 folate; it can therefore bypass folate antagonist blockage and provide a source for the various coenzyme forms of folic acid.@@14922837@Calcium folinate is indicated to diminish the toxicity and counteract the action of folic acid antagonists such as methotrexate in cytotoxic therapy and overdose in adults and children. In cytotoxic therapy, this procedure is commonly known as “Calcium Folinate Rescue”; also, in combination with 5-fluorouracil in cytotoxic therapy.@@NO@@@NO REVIEW@@@@100%@Pfizer acquired Wyeth on 26 January 2009 in a deal worth U.S $68 billion [Pfizer 26.01.2009]@@@@Advanced Colorectal Cancer: Either of the following two regimens is recommended: 1. Leucovorin is administered at 200 mg/m2 by slow intravenous injection over a minimum of 3 minutes, followed by 5-fluorouracil at 370 mg/m2 by intravenous injection. 2. Leucovorin is administered at 20 mg/m2 by intravenous injection followed by 5-fluorouracil at 425 mg/m2 by intravenousinjection.@EMA, June 2006@@@@@@In the treatment of accidental overdosages of folic acid antagonists, intravenous leucovorin should be administered as promptly as possible. As the time interval between antifolate administration (e.g., methotrexate) and leucovorin rescue increases, leucovorin's effectiveness in counteracting toxicity decreases. In the treatment of accidental overdosages of intrathecally adminstered folic acid antagonists, do not adminster leucovorin intrathecally. Leucovorin may be fatal if given intrathecally. Monitoring of the serum methotrexate concentration is essential in determining the optimal dose and duration of treatment with leucovorin.@NO LABELLED TRIAL@No@@@@@@APPROVED@@@NHS@NO LABELLED TRIAL@@@@@@LEUCOVORIN CALCIUM@@@@@LEUCOVORIN CALCIUM||||@WYETH@PFIZER@@@@WYETH|PFIZER|||@@@@@@|||||||||@Sarcoma@Supportive Care@Colorectal Cancer@@@Sarcoma|Supportive Care|Colorectal Cancer|||||||@REFOLINON@@@@@REFOLINON||||@Detoxifying Agent@@@@@Detoxifying Agent||||@@@@@@@@@@@ADVANCED@@@@@@@@@@@@Invalid Factory Price@@@@@@@@@1@1.299@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@INJECTION@GB£@@@@@@@@100@MG@10 MG/ML@@@@@@@@@@@@@@@@@@@@@@@@243@United Kingdom
14916881@Onco@@@@@300f1224ntsdm@300f1225ntsdm@300f1226ntsdm@300f1227ntsdm@300f1228ntsdm@@NO LABELLED TRIAL@@L01XA01@L01X@YES@BEDFORD, OHIO@@@Cisplatin has biochemical properties similar to those of bifunctional alkylating agents. The drug inhibits DNA synthesis by producing intrastrand and interstrand cross links in DNA. Protein and RNA synthesis are also inhibited to a lesser extent. Although the principal mechanism of action of cisplatin appears to be inhibition of DNA synthesis, other mechanisms, including enhancement of tumour immunogenicity, may be involved in its antineoplastic activity. Cisplatin also has immunosuppressive, radiosensitising, and antimicrobial properties.@@14916881@Platinol is indicated as therapy to be employed as follows: Metastatic Testicular Tumors: In established combination therapy with other approved chemotherapeutic agents in patients with metastatic testicular tumors who have already received appropriate surgical and/or radiotherapeutic procedures. Metastatic Ovarian Tumors: In established combination therapy with other approved chemotherapeutic agents in patients with metastatic ovarian tumors who have already received appropriate surgical and/or radiotherapeutic procedures. An established combination consists of Platinol and Cytoxan (cyclophosphamide). Platinol, as a single agent, is indicated as secondary therapy in patients with metastatic ovarian tumors refractory to standard chemotherapy who have not previously received Platinol therapy. Advanced Bladder Cancer: Platinol is indicated as a single agent for patients with transitional cell bladder cancer which is no longer amenable to local treatments, such as surgery and/or radiotherapy.@@NO@@@NO REVIEW@@@@@@@@@Metastatic testicular tumours; the usual dose is 20mg/m2 IV daily for 5 days per cycle.@@@@@@@Platinol-AQ produces cumulative nephrotoxicity which is potentiated by aminoglycoside antibiotics. The serum creatinine, BUN, creatinine clearance, and magnesium, sodium, potassium, and calcium levels should be measured prior to initiating therapy, and prior to each subsequent course. At the recommended dosage, it should not be given more frequently than once every 3 to 4 weeks. Elderly patients may be more susceptible to nephrotoxicity. There are reports of severe neuropathies in patients in whom regimens are employed using higher doses or greater dose frequencies than those recommended. These neuropathies may be irreversible and are seen as paresthesias in a stocking-glove distribution, areflexia, and loss of proprioception and vibratory sensation. Elderly patients may be more susceptible to peripheral neuropathy. Loss of motor function has also been reported. Anaphylactic-like reactions have been reported within minutes of administration to patients with prior exposure, and have been alleviated by administration of epinephrine, corticosteroids, and antihistamines.@NO LABELLED TRIAL@No@@@@@@APPROVED@@@MEDICARE@NO LABELLED TRIAL@@@@@@CISPLATIN@@@@@CISPLATIN||||@BEDFORD LABORATORIES@@@@@BEDFORD LABORATORIES||||@@@@@@|||||||||@Testicular Cancer@@@@@Testicular Cancer|||||||||@GENERIC@@@@@GENERIC||||@Platinum@@@@@Platinum||||@@@@@@@@@@@ADVANCED@METASTATIC@@@@@@@@@@@Invalid Factory Price@@@@@@@@@1@1@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@55390-0099-01@INJECTION@US$@@@@@@@@200@MG@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14916804@Onco@@@@@@@@@@@Weekly R1507 9MG/KG with Tarceva 150MG oral daily [clinicaltrials.gov].@@-@-@-@BASEL, SWITZERLAND@8/1/2010@@R1507 is a fully human antibody created by Genmab under a collaboration with Roche. R1507 was selected from a large panel of antibodies and targets the Insulin-like Growth factor-1 Receptor (IGF-1R).  The IGF-1R molecule has been shown to be important in tumor growth and protecting tumor cells from being killed.  IGF-1R is over-expressed on a variety of tumors including breast, colon, prostate, lung, skin and pancreatic cancers and is a well validated target for an antibody therapeutic approach.  Roche filed an Investigational New Drug application with the US FDA for the antibody in December 2005. @@14916804@R1507 in Combination With Tarceva (Erlotinib) on Progression-Free Survival in Patients With Stage IIIb/IV Non-Small Cell Lung Cancer (NSCLC) Having Received Tarceva Monotherapy.@@-@-@@NO REVIEW@@@@-@In-licensed from Genmab@SECOND-LINE@NCT00773383@43@-@-@@@-@@10/1/2008@-@NO21746@@-@>> Male or female patients >= 18 years with histologically documented inoperable, locally advanced or metastatic (stage IIIB or IV) NSCLC    >> Currently receiving Tarceva monotherapy and having failed at least one standard chemotherapy regimens; >> Prior response or stable disease 12 weeks from start of Tarceva@@@II@II@@-@-@Trial registered. [Roche, 15.10.2008]@-@@@@COMBO@-@ERLOTINIB@@@@-|ERLOTINIB|||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@R-1507@TARCEVA@@@@R-1507|TARCEVA|||@mAb@@@@@mAb||||@PROGRESSION-FREE SURVIVAL@@@@@OVERALL SURVIVAL@SAFETY@@@@-@@@@@RANDOMISED@OPEN-LABEL@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
16668394@Onco@@@@@300f1020ntsdm@@@@@@Once daily@@L01XE27@L01X@@BEERSE, BELGIUM@5/1/2014@@Ibrutinib was designed to specifically target and selectively inhibit an enzyme called Bruton's tyrosine kinase (BTK). BTK is a key mediator of at least three critical B-cell pro-survival mechanisms occurring in parallel – regulating apoptosis, adhesion, and cell migration and homing. Through these multiple actions, BTK helps to direct malignant B-cells to lymphoid tissues, thus allowing access to a microenvironment necessary for survival.@@16668394@Indicated for the treatment of adult patients with Waldenström's macroglobulinaemia (WM) who have received at least one prior therapy, or in first line treatment for patients unsuitable for chemo-immunotherapy@Both@YES@30-Oct-16@10/30/2016@NO REVIEW@@@@@@@NCT01614821@63@420 mg taken orally once daily (three 140 mg capsules once daily)@EMA, 3 July 2015@7/3/2015@@YES@@5/1/2012@@12-015@No@@Clinicopathological diagnosis of Waldenstrom's MacroglobulinemiaMeasurable disease; Have received at least one prior therapy for WM therapies@@ADULTS@II@APPROVED@@Included into the reimbursement list on 30 October 2016 [http://www.aifa.gov.it/content/pubblicazione-schede-di-monitoraggio-registro-imbruvica-05102016]@SSN@@@@@@MONO@IBRUTINIB@@@@@IBRUTINIB||||@JANSSEN PHARMACEUTICAL@@@@@JANSSEN PHARMACEUTICAL||||@@@@@@|||||||||@Haematological Malignancy@Non-Hodgkin's Lymphoma@Waldenstrom's Macroglobinaemia@@@Haematological Malignancy|Non-Hodgkin's Lymphoma|Waldenstrom's Macroglobinaemia|||||||@IMBRUVICA@@@@@IMBRUVICA||||@TK Inhibitor@@@@@TK Inhibitor||||@OVERALL RESPONSE RATE@@@@@SAFETY@PROGRESSION-FREE SURVIVAL@@@@@@@@@OPEN LABEL@MULTICENTER@SINGLE-ARM@@@1@1@6150.267219@@@1@month@1 month@6150.27@6150.27@202.21@90@1.1229@6066.15@10011.57@6339.19@@@@@@@@@@0.48@1@@mg@420@1@@@@@@@@@@@6/7/2017@67.4@67.4@43693011@CAPSULE@EURO@@@@@@@@140@MG@140 MG@@@@@@@@@@@@@@@@@@@@@@@@119@Italy
14916739@Onco@@@@@300f1015ntsdm@@@@@@"Two IMP321 dose levels (250 and 1,250 µg) will be evaluated in two cohorts of 8 patients. At any given dose level the patients will be administered one dose every two weeks for a total of 24 weeks (12 injections in total), separated by 13-day intervals free of IMP321 administration. The study drug will be given by subcutaneous injection:

Cohort A: 250 µg s.c. 
Cohort B: 1,250 µg s.c. 

The repeated single doses will be administered on D2 and D16 of the 4-week cycles, on the day which follows chemotherapy. After a screening performed between Week -2 and Day 1, patients will enter the main study period. Upon having completed the 6 cycles of IMP321 treatment at Week 23, they will have an ambulatory 'post-study' examination (at Week 25). Cohort B will be undertaken once the safety and tolerability results of Cohort A have been satisfactory; the investigator will take his decision for involving the last 8 patients of the study after the 6th administration (Week 13 assessment) of the fifth patient of Cohort A. All cohorts will follow the same schedule. SOURCE: clinical.trials.gov"@@-@-@-@-@4/1/2008@@@@14916739@IMP-321 given the day after paclitaxel@@YES@-@@NO REVIEW@@@@-@-@FIRST-LINE@NCT00349934@16@-@-@@@-@@7/1/2006@-@P005,@@-@-@@@I@I@@-@-@">>The final results confirm the clinical response rate of 50 % using Immutep’s IMP321 associated with paclitaxel. This compares to 25 % using paclitaxel alone. [Immutep January 2010 http://www.immutep.com/news/ImmuFact%20IMP321%20doubles%20clinical%20response%20rate%20in%20first-line%20metastatic%20breast%20cancer ]

>> In the first cohort of eight patients, the study showed ""strong increases in the number of monocytes and CD8+ T cells and associated clinical responses."" SOURCE: Immutep/iSBTc, November 2007 "@-@@@@COMBO@-@@@@@-||||@IMMUTEP@@@@@IMMUTEP||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@IMP-321@@@@@IMP-321||||@Immunotherapy@@@@@Immunotherapy||||@SAFETY@PHARMACODYNAMICS@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@EURO@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@85@France
14916029@Onco@@@@@300f1224ntsdm@300f1225ntsdm@300f1226ntsdm@300f1227ntsdm@300f1228ntsdm@@XL-880 240MG/day administered on five consecutive days of a 14-day cycle.@@-@-@-@SOUTH SAN FRANCISCO, CALIFORNIA@@@MET is mutationally activated in hereditary papillary renal cell carcinoma and in some non-small cell lung tumors, activated or overexpressed in head and neck cancer, glioma, and other solid tumors, and amplified in a subset of gastric and lung cancers. MET also appears to cooperate with VEGF in the response of tumors to hypoxia. VEGF and HGF (the ligand for MET) act cooperatively to stimulate angiogenesis. In response to hypoxia, tumor cells upregulate VEGF to stimulate angiogenesis, and MET to promote survival and stimulate migration to better-oxygenated tissue. Dual targeting of MET and VEGFR2 therefore blocks two of the major mechanisms tumors use to overcome hypoxia. @@14916029@Papillary renal cell carcinoma@@-@-@@NO REVIEW@@@@-@In December 2007, GSK exercised its option to exclusively license XL-880, from an agreement signed in October 2002. It triggered a US$35 million payment, and Exelixis is to be paid royalties; it also has certain U.S. co-promotion rights.@-@NCT00345423@34@-@-@@@-@@6/1/2006@-@XL880-201@@-@-@@@II@II@@-@-@AACR-NCI-EORTC October 2007; results from 19 evaluable patients show 15 (79%) have a reduction in tumour size of 4-33%. 1 had PR, and all had SD for at least 3 months. 12 had SD for 6-12+ months. From adverse events in 16 patients, 72% were grade 1, 21% grade II and 5% grade III or higher (hypertension). No grade IV or V events have been seen.@-@@@@MONO@-@@@@@-||||@EXELIXIS@GSK@@@@EXELIXIS|GSK|||@@@@@@|||||||||@Kidney Cancer@Renal Cell Carcinoma@@@@Kidney Cancer|Renal Cell Carcinoma||||||||@XL-880@GSK-1363089@@@@XL-880|GSK-1363089|||@TK Inhibitor@VEGF@Angiogenesis Inhibitor@@@TK Inhibitor|VEGF|Angiogenesis Inhibitor||@RESPONSE RATE@SAFETY@TOLERABILITY@@@TOLERABILITY@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924789@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Temsirolimus given as a 60 minute intravenous (IV) infusion once weekly to pediatric patients@@-@-@-@MADISON, NEW JERSEY@@@Temsirolimus is an inhibitor of mTOR (mammalian target of rapamycin). Temsirolimus binds toan intracellular protein (FKBP-12), and the protein-drug complex inhibits the activity of mTORthat controls cell division. Inhibition of mTOR activity resulted in a G1 growth arrest in treatedtumor cells. When mTOR was inhibited, its ability to phosphorylate p70S6k and S6 ribosomalprotein, which are downstream of mTOR in the PI3 kinase/AKT pathway was blocked. In invitro studies using renal cell carcinoma cell lines, temsirolimus inhibited the activity of mTORand resulted in reduced levels of the hypoxia-inducible factors HIF-1 and HIF-2 alpha, and thevascular endothelial growth factor.@@14924789@-@@-@-@@NO REVIEW@@@@-@Pfizer acquired Wyeth on 26 January 2009 in a deal worth U.S $68 billion [Pfizer 26.01.2009]@-@NCT00106353@25@-@-@@@-@@9/1/2005@-@-@@2012 (EXCLUSIVITY); APRIL 2014 (EXTENSION)@25 PEDIATRIC PATIENTS. PART 1: SUBJECTS WITH A HISTOLOGICAL DIAGNOSIS OF ADVANCED CANCER (SOLID TUMORS OR CENTRAL NERVOUS SYSTEM [CNS] TUMORS), WITH RECURRENT OR REFRACTORY DISEASE TO STANDARD THERAPY OR FOR WHOM STANDARD THERAPY IS NOT AVAILABLE. PART 2:@PAEDIATRIC@@I/II; TWO PART NON-RANDOMISED, OPEN LABEL, DOSE COMPARISON, PARALLEL ASSIGNMENT, SAFETY/EFFICACY STUDY @II@@-@-@RESULTS PENDING@-@@@@MONO@TEMSIROLIMUS@@@@@TEMSIROLIMUS||||@WYETH@PFIZER@@@@WYETH|PFIZER|||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@TORISEL@@@@@TORISEL||||@Immunotherapy@Immunosuppressive@mTOR Inhibitor@@@Immunotherapy|Immunosuppressive|mTOR Inhibitor||@SAFETY@@@@@@@@@@RELAPSED@REFRACTORY@@@@NON-RANDOMISED@PARALLEL ASSIGNMENT@OPEN-LABEL@DOSE COMPARISON@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
