source_id@collection_memberships.#1@collection_memberships.#2@collection_memberships.#3@collection_memberships.#4@collection_memberships.#5@subscription.#1@subscription.#2@subscription.#3@subscription.#4@subscription.#5@Acronym@Administration@Asset_Classification@ONCO_ATC_Code@ATC_Level3@Black_Box@Company_HQ@Completion_Date@Current_Status@Drug_Description@Drug_Type@DynamicObjectID@ONCO_Full_Indication@Gender@ONCO_Hospital_Status@HTA_Decision_Date.RawValue@HTA_Decision_Date.Value@ICER_QALYs@Intervention@Intervention_Type@Length_Of_Trial@Level_Of_Reimbursement@Licensing_Status@Line_Of_Therapy@NCT_Code@No_Of_Patients@Official_Dosage@ONCO_Approval_Date.RawValue@ONCO_Approval_Date.Value@ONCO_Marketing_Date@ONCO_Orphan_Drug@Breakthrough_Therapy@ONCO_Start_Date@ONCO_Warnings@Other_IDs@ONCO_Parallel_Import@Patent_Expiration@Patient_Description@Patient_Profile@Patient_Profile_Age_Groups@Phase_Of_Trial@Portfolio_Pipeline_Status@ONCO_Regulatory_Submission_Date@Reimbursement_Guidance@Reimbursement_Plan@Results_Efficacy@Results_Safety_and_Adverse_Events@Sponsors@Study_Funded_By@ONCO_Therapeutic_Class@Type_Of_Therapy@API.#1@API.#2@API.#3@API.#4@API.#5@API_KEY@ONCO_Company.#1@ONCO_Company.#2@ONCO_Company.#3@ONCO_Company.#4@ONCO_Company.#5@ONCO_Company_KEY@Country_Clinical_Trial.#1@Country_Clinical_Trial.#2@Country_Clinical_Trial.#3@Country_Clinical_Trial.#4@Country_Clinical_Trial.#5@Country_Clinical_Trial_KEY@Disease_Area.#1@Disease_Area.#2@Disease_Area.#3@Disease_Area.#4@Disease_Area.#5@Disease_Area_KEY@Drug.#1@Drug.#2@Drug.#3@Drug.#4@Drug.#5@Drug_KEY@Drug_Class.#1@Drug_Class.#2@Drug_Class.#3@Drug_Class.#4@Drug_Class.#5@Drug_Class_KEY@Primary_Endpoint.#1@Primary_Endpoint.#2@Primary_Endpoint.#3@Primary_Endpoint.#4@Primary_Endpoint.#5@Secondary_Endpoints.#1@Secondary_Endpoints.#2@Secondary_Endpoints.#3@Secondary_Endpoints.#4@Secondary_Endpoints.#5@Stage_Of_Disease.#1@Stage_Of_Disease.#2@Stage_Of_Disease.#3@Stage_Of_Disease.#4@Stage_Of_Disease.#5@Trial_Design.#1@Trial_Design.#2@Trial_Design.#3@Trial_Design.#4@Trial_Design.#5@Assumption_value@Assumption_unit@ATC_Calculation_attempt@Average_Annual_Cost@Average_Cost_Per_Treatment_Cycle@Average_Duration_of_Use.Value@Average_Duration_of_Use.Unit@Average_Duration_of_Use.Comment@Average_Treatment_Cost.RawValue@Average_Treatment_Cost.Value@Cost_Per_Day@Number_of_Units@ONCO_Exchange_Rate@Factory_Price@Retail_Price@Wholesale_Price@PriceTimestamps.ManufacturerPriceDelta.TimeStamp@PriceTimestamps.ManufacturerPriceDelta.ValueChange@PriceTimestamps.ManufacturerPriceDelta.PercentageChange@PriceTimestamps.WholesalerPriceDelta.TimeStamp@PriceTimestamps.WholesalerPriceDelta.ValueChange@PriceTimestamps.WholesalerPriceDelta.PercentageChange@PriceTimestamps.RetailerPriceDelta.TimeStamp@PriceTimestamps.RetailerPriceDelta.ValueChange@PriceTimestamps.RetailerPriceDelta.PercentageChange@Price_Per_MG@Treatment_Phase_1.Cycle_Duration@Treatment_Phase_1.Cycle_Repetition@Treatment_Phase_1.Dosage_Unit@Treatment_Phase_1.Dosage_Value@Treatment_Phase_1.Treatment_Duration@Treatment_Phase_2.Cycle_Duration@Treatment_Phase_2.Cycle_Repetition@Treatment_Phase_2.Dosage_Unit@Treatment_Phase_2.Dosage_Value@Treatment_Phase_2.Treatment_Duration@Treatment_Phase_3.Cycle_Duration@Treatment_Phase_3.Cycle_Repetition@Treatment_Phase_3.Dosage_Unit@Treatment_Phase_3.Dosage_Value@Treatment_Phase_3.Treatment_Duration@Price_Date@ONCO_Price_per_Unit.RawValue@ONCO_Price_per_Unit.Value@Import_Id@Form@Currency@Active_Ingredients.Original.Active_Ingredient@Active_Ingredients.Original.Input_Language@Active_Ingredients.Original.Active_Ingredient_Translated@Active_Ingredients.Original.Volume@Active_Ingredients.Original.Volume_Unit@Active_Ingredients.Original.Dose@Active_Ingredients.Original.Dose_Unit@Active_Ingredients.Original.Strength@Active_Ingredients.Original.Strength_Unit@Active_Ingredients.Original.Strength_Comment@Active_Ingredients.Original.DDD@Active_Ingredients.Original.DDD_Unit@Active_Ingredients.Original.DDD_Comment@Active_Ingredients.Extracted.Active_Ingredient_Item.#1@Active_Ingredients.Extracted.Active_Ingredient_Item.#2@Active_Ingredients.Extracted.Active_Ingredient_Item.#3@Active_Ingredients.Extracted.Active_Ingredient_Item.#4@Active_Ingredients.Extracted.Active_Ingredient_Item.#5@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#1@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#2@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#3@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#4@Active_Ingredients.Extracted.Active_Ingredient_Item_Translated.#5@Active_Ingredients.Extracted.Strength_Item.#1@Active_Ingredients.Extracted.Strength_Item.#2@Active_Ingredients.Extracted.Strength_Item.#3@Active_Ingredients.Extracted.Strength_Item.#4@Active_Ingredients.Extracted.Strength_Item.#5@Active_Ingredients.Extracted.Strength_CALC@Active_Ingredients.Extracted.Strength_unit@Active_Ingredients.Extracted.Strength_value@Active_Ingredients.Extracted.DDD@TimeStamp@geographic_location.#1.row_id@geographic_location.#1.name@geographic_location.#2.row_id@geographic_location.#2.name@geographic_location.#3.row_id@geographic_location.#3.name@geographic_location.#4.row_id@geographic_location.#4.name@geographic_location.#5.row_id@geographic_location.#5.name
14923503@Onco@@@@@@@@@@@The patients receive the IVIG calculated as 1g/kg/bodyweight per cycle (defined as every 21 days) until progression disease is noted. All patients are being followed for a period of 6 months after patient's withdrawal. SOURCE: clinical.trials.gov@@-@-@-@-@@@@@14923503@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00294476@30@-@-@@@-@@7/1/2005@-@-@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@-@@@@@-||||@GAMMACAN@@@@@GAMMACAN||||@Israel@@@@@Israel|||||||||@Melanoma / Skin Cancer@Prostate Cancer@Colorectal Cancer@@@Melanoma / Skin Cancer|Prostate Cancer|Colorectal Cancer|||||||@GCAN-01@@@@@GCAN-01||||@Immunotherapy@@@@@Immunotherapy||||@RECIST@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14922499@Onco@@@@@@@@@@@Gemzar/cisplatin with two doses of LY-293111 or placebo@@-@-@-@INDIANAPOLIS, INDIANA@@@@@14922499@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00069875@195@-@-@@@-@@@-@4842H6H-MC-JEAM  @@-@-@@@II@II@@-@-@Trial stopped recruitment, but results RESULTS PENDING@-@@@@COMBO@-@GEMCITABINE@CISPLATIN@@@-|GEMCITABINE|CISPLATIN||@LILLY@@@@@LILLY||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@LY-293111@GEMZAR@@@@LY-293111|GEMZAR|||@LTB4 Receptor Antagonist@@@@@LTB4 Receptor Antagonist||||@PROGRESSION-FREE SURVIVAL@@@@@@@@@@-@@@@@RANDOMISED@DOUBLE-BLIND@PLACEBO-CONTROLLED@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14918804@Onco@@@@@@@@@@@-@@-@-@-@HANGZHOU, CHINA@@@@@14918804@-@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@N/A@@-@-@@@-@II@@-@-@RESULTS PENDING@-@@@@-@-@@@@@-||||@AIDA PHARMACEUTICAL@@@@@AIDA PHARMACEUTICAL||||@China@@@@@China|||||||||@Melanoma / Skin Cancer@@@@@Melanoma / Skin Cancer|||||||||@RH-AP2L@@@@@RH-AP2L||||@Gene Therapy@@@@@Gene Therapy||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14918808@Onco@@@@@@@@@@@600 mcg/m2 q4–6w@@-@-@-@-@@@@@14918808@-@@-@-@@NO REVIEW@@@N/A@-@-@-@-@N/A@-@On 27 July 2005, orphan designation (EU/3/05/300) was granted by the European Commission for nemorubicin hydrochloride for the treatment of hepatocellular carcinoma.@7/27/2005@@-@@@-@N/A@@-@-@@@I/II@II@@-@-@ASCO 2006; there were 11/57 confirmed liver CR/PRs (RR = 19.3%) lasting 1–54+ months. Stable disease  3 months was observed in 17/57 (29.8%) pts, most with AJCC Stage III, IIIA and IVA. @-@@@@MONO@NEMORUBICIN@@@@@NEMORUBICIN||||@NERVIANO@@@@@NERVIANO||||@@@@@@|||||||||@Liver Cancer@Hepatocellular Carcinoma@@@@Liver Cancer|Hepatocellular Carcinoma||||||||@-@@@@@-||||@Topoisomerase I Inhibitor@Anthracycline@@@@Topoisomerase I Inhibitor|Anthracycline|||@RESPONSE RATE@STABLE DISEASE@@@@@@@@@-@@@@@N/A@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924841@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@L01BC06 @L01B@-@BASEL, SWITZERLAND@@@Xeloda is a fluoropyrimidine carbamate with antineoplastic activity. It is an orally administered prodrug of 5'dexoxy-5-fluorouridine which is converted to 5-FU.@@14924841@-@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@-@III@@-@-@RESULTS PENDING@-@@@@-@CAPECITABINE@@@@@CAPECITABINE||||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@XELODA@@@@@XELODA||||@Anti-metabolite@Pyrimidine Analogue@@@@Anti-metabolite|Pyrimidine Analogue|||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
15413010@Onco@@@@@@@@@@@TK216 treatment, Experimental, Dose escalation and expansion cohorts to determine dose-limiting toxicities, maximally tolerated dose, preliminary efficacy, and recommended phase 2 dose.@@@@@@12/1/2017@@@@15413010@A Phase 1, Dose Escalation Study of Intravenous TK216 in Patients With Relapsed or Refractory Ewing Sarcoma@Both@@@@@Inhibitor of protein-protein interactions of EWS-FLI1 fusion protein@@@@@@NCT02657005@45@@@@@@@3/1/2016@@TK216-01@@@Histologically or cytologically confirmed diagnosis of Ewing sarcoma (including ESFT) in subjects with relapsed or refractory disease who have failed standard therapy@MONO@@Phase 1@I@@@@@@@@@@-@@@@@-||||@TOKALAS@@@@@TOKALAS||||@@@@@@|||||||||@Bone Metastases@@@@@Bone Metastases|||||||||@TK216@@@@@TK216||||@TK Inhibitor@@@@@TK Inhibitor||||@Dose-limiting toxicities (DLTs)@Maximum tolerated dose (MTD)@Biologically effective and recommended Phase 2 dose (RP2D)@@@ADVERSE EVENTS@Antitumor activity as measured by Overall Response Rate (ORR)@@@@RELAPSED@REFRACTORY@@@@SAFETY/EFFICACY STUDY@SINGLE GROUP ASSIGNMENT@OPEN LABEL@@@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924115@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@IRVINE, CALIFORNIA@@@@@14924115@Taxane-refractory solid tumours@@-@-@@NO REVIEW@@@@-@Spectrum licensed global rights to ortataxel from Indena in July 2007 for regulatory and sales milestones as well as double-digit royalties.@-@-@-@-@-@@@-@@@-@-@@-@-@@@II@II@@February 2008 (U.S.)@-@The drug was previously discontinued at Bayer.@-@@@@-@ORTATAXEL@@@@@ORTATAXEL||||@SPECTRUM PHARMACEUTICALS@INDENA@@@@SPECTRUM PHARMACEUTICALS|INDENA|||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@-@@@@@-||||@Taxane@@@@@Taxane||||@-@@@@@@@@@@REFRACTORY@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14918981@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@FLORENCE, ITALY@@@@@14918981@-@@-@-@@NO REVIEW@@@@-@Drug available for partnering.@-@-@N/A@-@-@@@-@@1/1/2007@-@N/A@@-@-@@@III@III@@-@-@Trial to commence in 2007.@-@@@@-@SABARUBICIN@@@@@SABARUBICIN||||@MENARINI@@@@@MENARINI||||@@@@@@|||||||||@NSCLC@SCLC@@@@NSCLC|SCLC||||||||@MEN-10755@@@@@MEN-10755||||@Cytotoxic Antibiotic@Anthracycline@@@@Cytotoxic Antibiotic|Anthracycline|||@-@@@@@@@@@@-@@@@@N/A@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14918779@Onco@@@@@300f1018ntsdm@@@@@@-@@-@-@-@VICTORIA, AUSTRALIA@@@@@14918779@-@@-@-@@NO REVIEW@@@-@-@Celltrion will manufacture the supplies to the drug for CSL according to a January 2008 licensing deal.@-@-@-@-@-@@@-@@@-@N/A@@-@-@@@I@I@@-@-@Final data expected by year-end. SOURCE: CSL, January 2008@-@@@@MONO@-@@@@@-||||@CSL@CELLTRION@@@@CSL|CELLTRION|||@@@@@@|||||||||@Haematological Malignancy@Acute Myeloid Leukaemia@@@@Haematological Malignancy|Acute Myeloid Leukaemia||||||||@CSL-360@@@@@CSL-360||||@mAb@@@@@mAb||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@23@Australia@@@@@@@@
14922366@Onco@@@@@300f1012ntsdm@@@@@@@@L01XX22@L01X@@FRAZER, PENNSYLVANIA@@@@@14922366@@@NA@@@NO REVIEW@@@@90% (MINIMUM CO-PAYMENT: EUR5, MAXIMUM CO-PAYMENT: EUR10)@@@@@@@@@@@@@@No@@@@@@APPROVED@@@GKV@RESULTS PENDING@@@@@@TRETINOIN@@@@@TRETINOIN||||@CEPHALON@@@@@CEPHALON||||@@@@@@|||||||||@Haematological Malignancy@@@@@Haematological Malignancy|||||||||@PANRETIN@@@@@PANRETIN||||@Retinoid@@@@@Retinoid||||@@@@@@@@@@@@@@@@@@@@@@@Invalid Dosage Value Phase 1@@@@@@@@@1@1.1511@1254.3@1594.71@1292.8@@@@@@@@@@20.91@@@@@@@@@@@@@@@@8/1/2017@1254.3@1254.3@2260679@GEL 60 G@EURO@@@@@@@@60@MG@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany@@@@@@@@
14924614@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@FREDERICK, MARYLAND@@@@@14924614@Renal cell carcinoma@@-@-@@NO REVIEW@@@@-@Vaccinogen licensed exclusive rights from Intracel. SOURCE: Vaccinogen, 6 February 2008@-@-@-@-@-@@@-@@@-@-@@-@-@@@-@II@@-@-@RESULTS PENDING@-@@@@-@-@@@@@-||||@INTRACEL@@@@@INTRACEL||||@@@@@@|||||||||@Kidney Cancer@@@@@Kidney Cancer|||||||||@ONCOVAX@@@@@ONCOVAX||||@Vaccine@@@@@Vaccine||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14918815@Onco@@@@@@@@@@@10, 30, 60 or 100 µg/kg of MAXY-G34 versus 6 mg of Neulasta pegfilgrastim after each 21-day cycle of chemotherapy.@@-@-@-@-@@@@@14918815@Chemotherapy-induced neutropaenia in patients with Stage I-IIIa breast cancer@@-@-@@NO REVIEW@@@-@-@-@-@-@30@-@-@@@-@@@-@N/A@@-@-@@@IIA@II@@-@-@Met primary endpoint of safety in severe neutropaenia which last five days or under for the 10 µg/kg of MAXY-G34 dose. There were no serious adverse events or immunogenicity. The DSMB recommended increase dose to 30 µg/kg@-@@@@MONO@-@@@@@-||||@MAXYGEN INC.@@@@@MAXYGEN INC.||||@@@@@@|||||||||@Supportive Care@Neutropaenia@Breast Cancer@@@Supportive Care|Neutropaenia|Breast Cancer|||||||@MAXY-G34@@@@@MAXY-G34||||@G-CSF@@@@@G-CSF||||@SAFETY@@@@@@@@@@-@@@@@OPEN-LABEL@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14921631@Onco@@@@@@@@@@@N/A@@-@-@-@SCHLIEREN, GERMANY@@@@@14921631@HLA-A2 positive patients with Stage II malignant melanoma@@-@-@@NO REVIEW@@@@-@-@-@NCT00306566@N/A@-@-@@@-@@@-@CYT004-MelQbG10 02@@-@-@@@I/II@II@@-@-@RESULTS PENDING@-@@@@MONO@IMEXON@@@@@IMEXON||||@CYTOS BIOTECHNOLOGY@@@@@CYTOS BIOTECHNOLOGY||||@Switzerland@@@@@Switzerland|||||||||@Melanoma / Skin Cancer@@@@@Melanoma / Skin Cancer|||||||||@CYT-004-MELQBG10@@@@@CYT-004-MELQBG10||||@Vaccine@@@@@Vaccine||||@IMMUNE RESPONSE@@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14925037@Onco@@@@@@@@@@@Increasing doses of AS-1409 combined with IL-12@@-@-@-@LONDON, UNITED KINGDOM@2/1/2009@@@@14925037@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00625768@20@-@-@@@-@@2/1/2008@-@101@@-@-@@@I@I@@-@-@Final results expected in 2009@-@@@@COMBO@-@@@@@-||||@ANTISOMA@@@@@ANTISOMA||||@New Zealand@@@@@New Zealand|||||||||@Kidney Cancer@Renal Cell Carcinoma@Melanoma / Skin Cancer@@@Kidney Cancer|Renal Cell Carcinoma|Melanoma / Skin Cancer|||||||@AS-1409@@@@@AS-1409||||@mAb@@@@@mAb||||@SAFETY@PHARMACOKINETICS@@@@@@@@@-@@@@@NON-RANDOMISED@OPEN-LABEL@SINGLE-ARM@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924570@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Intratumoural administration.@@-@-@-@OXFORD, UNITED KINGDOM@@@@@14924570@-@@-@-@@NO REVIEW@@@@-@Commercial partners sought to co-develop and market the drug. @-@-@-@-@-@@@-@@@-@-@@-@-@@@I/II@II@@-@-@Treated tumours reduced in size. SOURCE: Oxford BioMedica, March 2002@-@@@@MONO@-@@@@@-||||@OXFORD BIOMEDICA@@@@@OXFORD BIOMEDICA||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@METXIA@@@@@METXIA||||@Gene Therapy@@@@@Gene Therapy||||@RESPONSE RATE@@@@@@@@@@ADVANCED@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14924842@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@L01BC06 @L01B@-@BASEL, SWITZERLAND@@@Xeloda is a fluoropyrimidine carbamate with antineoplastic activity. It is an orally administered prodrug of 5'dexoxy-5-fluorouridine which is converted to 5-FU.@@14924842@Adjuvant with Avastin@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@-@III@@-@-@RESULTS PENDING@-@@@@ADJUVANT@CAPECITABINE@@@@@CAPECITABINE||||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@Cervical Cancer@@@@@Cervical Cancer|||||||||@XELODA@@@@@XELODA||||@Anti-metabolite@Pyrimidine Analogue@@@@Anti-metabolite|Pyrimidine Analogue|||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
14923005@Onco@@@@@@@@@@@SC dose of Neugranin prior to myelosuppressive chemo; in the phase II portion, the drug will be compared with Neulasta@@-@-@-@ROCKVILLE, MARYLAND@@@@@14923005@Treatment of neutropaneia in patients with breast cancer receiving doxorubicin and taxotere@@-@-@@NO REVIEW@@@MARCH 2007-@-@Teva acquired CoGenesys for US$400 million. SOURCE: CoGenesys, 22 January 2008@FIRST-LINE@-@60@-@-@@@-@@@-@-@@-@-@@@I/II@II@@-@-@RESULTS PENDING@-@@@@MONO@LONG-ACTING G-CSF@@@@@LONG-ACTING G-CSF||||@COGENESYS@TEVA PHARMACEUTICAL@@@@COGENESYS|TEVA PHARMACEUTICAL|||@@@@@@|||||||||@Supportive Care@Neutropaenia@Breast Cancer@@@Supportive Care|Neutropaenia|Breast Cancer|||||||@NEUGRANIN@@@@@NEUGRANIN||||@G-CSF@@@@@G-CSF||||@SAFETY@PHARMACOKINETICS@@@@@@@@@-@@@@@RANDOMISED@DOUBLE-BLIND@PLACEBO-CONTROLLED@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@INJECTION@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14918868@Onco@@@@@300f1010ntsdm@@@@@@Combo with cyclophosphamide@@-@-@-@OXFORD, UNITED KINGDOM@@@@@14918868@Non-resectable@@-@-@@NO REVIEW@@@@-@Commercial partners sought to co-develop and market the drug. @-@-@-@-@-@@@-@@@-@N/A@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@COMBO@-@CYCLOPHOSPHAMIDE@@@@-|CYCLOPHOSPHAMIDE|||@OXFORD BIOMEDICA@@@@@OXFORD BIOMEDICA||||@@@@@@|||||||||@Pancreatic Cancer@@@@@Pancreatic Cancer|||||||||@METXIA@@@@@METXIA||||@Gene Therapy@@@@@Gene Therapy||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@GB£@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@243@United Kingdom@@@@@@@@
14923681@Onco@@@@@300f1008ntsdm@@@@@@-@@-@-@-@-@@@@@14923681@-@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@I@I@@-@@RESULTS PENDING@-@@@@-@-@@@@@-||||@NIPPON KAYAKU@@@@@NIPPON KAYAKU||||@@@@@@|||||||||@Breast Cancer@@@@@Breast Cancer|||||||||@NK-292@@@@@NK-292||||@Other@@@@@Other||||@-@@@@@@@@@@-@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@ORAL @YEN@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@2017-09-15T09:28:17.5370353Z@121@Japan@@@@@@@@
14923494@Onco@@@@@@@@@@@Patients will receive an IV 6mg Bondronat on days 1, 2 and 3.@@-@-@-@BASEL, SWITZERLAND@@@@@14923494@-@@-@-@@NO REVIEW@@@@-@Licensed from SmithKline Beecham in January 2001 in exchange for North American rights to Coreg@-@NCT00478270@<100@-@-@@@-@@@-@-@@-@<100 patients with breast cancer and malignant bone disease experiencing moderate to severe bone pain.@@@II@II@@-@-@Not yet available@-@@@@MONO@IBANDRONATE@@@@@IBANDRONATE||||@ROCHE@@@@@ROCHE||||@Greece@@@@@Greece|||||||||@Bone Metastases@Breast Cancer@@@@Bone Metastases|Breast Cancer||||||||@BONDRONAT@@@@@BONDRONAT||||@Bisphosphonate@@@@@Bisphosphonate||||@PAIN RELIEF@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14919009@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@N/A@@-@-@-@SAN DIEGO, CALIFORNIA@@@@@14919009@-@@-@-@@NO REVIEW@@@@-@-@-@-@N/A@-@-@@@-@@@-@N/A@@-@-@@@I@I@@-@-@Trial to commence in H2 2008. SOURCE: Ardea, 24 March 2008@-@@@@-@-@@@@@-||||@ARDEA BIOSCIENCES@@@@@ARDEA BIOSCIENCES||||@@@@@@|||||||||@Solid Tumours@@@@@Solid Tumours|||||||||@RDEA-436@@@@@RDEA-436||||@MEK Inhibitor@@@@@MEK Inhibitor||||@N/A@@@@@@@@@@ADVANCED@@@@@N/A@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States@@@@@@@@
