16642998@Onco@@@@@300f1037ntsdm@@@@@@@@L01XE16@L01X@@NEW YORK, NEW YORK@@@@@16642998@XALKORI is indicated for the treatment of adults with ROS1-positive advanced non-small cell lung cancer (NSCLC).@@YES@@@NO REVIEW@@@@@Acquired through takeover of Pharmacia Corp., which acquired it from Sugen@@@53@The recommended dose schedule of XALKORI is 250 mg twice daily (500 mg daily) takencontinuously.@EMA, 25 August 2016@8/25/2016@12/1/2013@No@@@@Study 1001@No@@@ROS1-positive@@@APPROVED@@@SNS@@@@@@MONO@CRIZOTINIB@@@@@CRIZOTINIB||||@PFIZER@@@@@PFIZER||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@XALKORI@@@@@XALKORI||||@PDGF@@@@@PDGF||||@OBJECTIVE RESPONSE RATE@DURATION OF RESPONSE@@@@@@@@@ADVANCED@@@@@MULTICENTER@SINGLE-ARM@@@@1@1@102342.601@@@19.3@month@19.3 month@102342.6@102342.6@174.34@60@1.1511@5230.2@5497.55@5237.74@@@@@@@@@@0.35@1@@mg@500@1@@@@@@@@@@@8/4/2017@87.17@87.17@694399@CAPSULE@EURO@@@@@@@@250@MG@250 MG@@@@@@@@@@@@@@@@@@@@@@@@217@Spain
14922746@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@AQ4N (400MG/M2) once every 3 weeks for 24 weeks, 8 treatment cycles@@-@-@-@SOUTH SAN FRANCISCO, CALIFORNIA@3/1/2007@@@@14922746@-@@-@-@@NO REVIEW@@@@-@Novacea licensed from KuDOS, which was acquired by AstraZeneca, and BTG.@-@NCT00109356@55@-@-@@@-@@3/1/2005@-@021-002@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@BANOXANTRONE@@@@@BANOXANTRONE||||@NOVACEA@@@@@NOVACEA||||@@@@@@|||||||||@Haematological Malignancy@Non-Hodgkin's Lymphoma@Chronic Lymphocytic Leukaemia@@@Haematological Malignancy|Non-Hodgkin's Lymphoma|Chronic Lymphocytic Leukaemia|||||||@AQ4N@@@@@AQ4N||||@Topoisomerase II Inhibitor@@@@@Topoisomerase II Inhibitor||||@RESPONSE RATE@@@@@@@@@@-@@@@@RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924660@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Two or three cycles of transrectal ultrasound guided intratumoural injections of 5x1011 particles of AdV-tk followed by oral administration of valacyclovir for 14 days per cycle.@@-@-@-@BOSTON, MASSACHUSETTS@@@@@14924660@Newly diagnosed, non-metastatic prostate cancer@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@II@II@@-@-@ProstAtak showed biological activity and clinical efficacy based on biochemical (PSA) and immunological responses.  PSA levels showed an acute (2 week) rise, indicating increased prostate tumour cell death, with a subsequent decrease to low level nadirs.  The percentage of activated T lymphocytes cells in the peripheral blood increased significantly after treatment in this trial, indicating an activation of the immune system. @-@@@@-@ADV-TK@@@@@ADV-TK||||@ADVANTAGENE@@@@@ADVANTAGENE||||@@@@@@|||||||||@Prostate Cancer@@@@@Prostate Cancer|||||||||@PROSTATAK@@@@@PROSTATAK||||@Immunotherapy@@@@@Immunotherapy||||@PSA@@@@@@@@@@EARLY@@@@@RANDOMISED@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14922482@Onco@@@@@300f1012ntsdm@@@@@@250mg monthly Faslodex for three injection@@L02BA03@L02B@-@LONDON, UNITED KINGDOM@@@Fulvestrant is an oestrogen receptor antagonist and binds to oestrogen receptors in a competitive manner with an affinity comparable with that of oestradiol. Fulvestrant blocks the trophic actions of oestrogens without itself having any partial agonist (oestrogen-like) activity. The mode of action is associated with down-regulation of oestrogen receptor (ER) protein. Clinical trials in postmenopausal women with primary breast cancer have shown that fulvestrant significantly down-regulates ER protein in ER positive tumours compared with placebo. There was also a significant decrease in progesterone receptor expression consistent with a lack of intrinsic oestrogen agonist effects.@@14922482@1st line advanced breast cancer@@-@-@@NO REVIEW@@@@-@-@-@NCT00334295@35@-@-@@@-@@9/1/2002@-@9238GR0002  @@-@-@@@II@II@@-@-@RESULTS PENDING (recruiting)@-@@@@MONO@FULVESTRANT@@@@@FULVESTRANT||||@ASTRAZENECA@@@@@ASTRAZENECA||||@@@@@@|||||||||@Endometrial Cancer@@@@@Endometrial Cancer|||||||||@FASLODEX@@@@@FASLODEX||||@Hormone Antagonist@@@@@Hormone Antagonist||||@RESPONSE RATE@@@@@@@@@@RELAPSED@METASTATIC@@@@RANDOMISED@OPEN-LABEL@UNCONTROLLED@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@EURO@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany
14921589@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@6 weekly doses of 8mg/kg Zalutumumab plus radiotherapy vs radiotherapy alone@@-@-@-@COPENHAGEN, DENMARK@@@Zalutumumab is a fully human, high-affinity antibody targeted at the Epidermal Growth Factor receptor (EGFr) and is in clinical development to treat head and neck cancer, non small cell lung cancer (NSCLC) and colorectal cancer. EGFr is a receptor molecule found on the surface of many cancer cells. Activation of EGFr by the appropriate growth factor molecule promotes the growth of tumor cells. @@14921589@Squamous cell carcinoma of the head and neck.@@-@-@@NO REVIEW@@@@-@No licensing partner@FIRST-LINE@NCT00024440@600@-@-@@@-@@@-@DAHANCAGENMAB@@-@PREVIOUSLY UNTREATED PATIENTS@@@III@III@@-@-@Started in September 2007.@-@@@@MONO@ZALUTUMUMAB@@@@@ZALUTUMUMAB||||@GENMAB@@@@@GENMAB||||@@@@@@|||||||||@Head & Neck Cancer@@@@@Head & Neck Cancer|||||||||@HUMAX-EGFR@@@@@HUMAX-EGFR||||@mAb@Human@TK Inhibitor@EGFR@@mAb|Human|TK Inhibitor|EGFR|@OVERALL SURVIVAL@DISEASE-FREE SURVIVAL@@@@@@@@@-@@@@@RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14923496@Onco@@@@@@@@@@@Oxaliplatin  in combination with capecitabine@@L01XA03@L01X@-@PARIS, FRANCE@@@Eloxatin is an antineoplastic agent which is an organoplatinum complex in which the platinum atom is complexed with 1,2-DACH and with an oxalate ligand as a leaving group. It undergoes non-enzymatic conversion in physiologic solutions to active derivatives via displacement of the labil oxalate ligand. Several transient reactive species are formed, including monoaquo and diaquo DACH platinum, which covalently bind with macromolecules. Both inter- and intrastrand Pt-DNA crosslinks are formed. These crosslinks inhibit DNA replication and transcription. Cytotoxicity is cell-cycle nonspecific.@@14923496@Metastatic nasopharyngeal carcinoma@@-@-@@NO REVIEW@@@@-@sanofi-aventis licensed U.S. and European rights from Debiopharm.@FIRST-LINE@NCT00363831@42@-@-@@@-@@7/1/2006@-@-@@-@42 patients with metastatic NPC without prior chemotherapy for relapse. @@@II@II@@-@-@RESULTS PENDING@-@@@@COMBO@OXALIPLATIN@CAPECITABINE@@@@OXALIPLATIN|CAPECITABINE|||@SANOFI-AVENTIS@@@@@SANOFI-AVENTIS||||@Hong Kong@@@@@Hong Kong|||||||||@Head & Neck Cancer@@@@@Head & Neck Cancer|||||||||@ELOXATIN@XELODA@@@@ELOXATIN|XELODA|||@Platinum@@@@@Platinum||||@RESPONSE RATE@@@@@@@@@@METASTATIC@@@@@NON-RANDOMISED@OPEN-LABEL@ACTIVE CONTROL@SINGLE-ARM@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@
14924772@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Two dose schedules of Telintra tablets will be evaluated in low-to-intermediate one risk MDS patients. One group of patients will be given a starting dose of 4500mg daily in divided doses for two weeks followed by one week off therapy. The second group of patients will receive the same dose for three weeks followed by one week off therapy. Patients will receive treatment for up to six months, and if patients are continuing to receive clinical benefit after this initial period, the treatment may be extended for an additional six months with continuous daily dosing. SOURCE: Telik@@-@-@-@-@@@@@14924772@-@@-@-@@NO REVIEW@@@@-@-@-@-@86@-@PARTIAL HOLD ON TELCYTA ARMS IMPOSED IN JUNE 2007; ASSIST-3 AND ASSIST-5 PATIENTS WILL CONTINUE TO RECEIVE TREATMENT.@@@-@@@-@-@@-@-@@@II@II@@-@-@Trial started. SOURCE: Telik, 20 May 2008@-@@@@MONO@-@@@@@-||||@TELIK@@@@@TELIK||||@@@@@@|||||||||@Haematological Malignancy@Myelodysplastic Syndrome@@@@Haematological Malignancy|Myelodysplastic Syndrome||||||||@TELINTRA@@@@@TELINTRA||||@Enzyme@@@@@Enzyme||||@HAEMATOLOGIC RESPONSE@@@@@@@@@@-@@@@@RANDOMISED@MULTI-CENTRE@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924469@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@160mg/m2 per week dosing@@-@-@-@MENLO PARK, CALIFORNIA@@@@@14924469@-@@-@-@@NO REVIEW@@@@-@-@-@-@-@-@-@@@-@@@-@-@@-@-@@@I/II@II@@-@-@June 2007; one-third of patients had stable disease. Well-tolerated and maximum tolerated dose has not yet been reached (peak plasma concentrations of the compound stand at 10µg/mL).@-@@@@MONO@-@@@@@-||||@GERON@@@@@GERON||||@@@@@@|||||||||@Haematological Malignancy@Acute Myeloid Leukaemia@@@@Haematological Malignancy|Acute Myeloid Leukaemia||||||||@GRN-163L@@@@@GRN-163L||||@Telomerase Inhibitor@@@@@Telomerase Inhibitor||||@SAFETY@@@@@@@@@@ADVANCED@@@@@OPEN-LABEL@DOSE ESCALATION@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924108@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@IV administration of MAC-321 to all patients at the same dose every 3 weeks for up to 6 courses of treatment.@@-@-@-@-@@@@@14924108@Second-line or third-line therapy @@-@-@@NO REVIEW@@@@-@Under a July 2001 collaboration, Wyeth acquired exclusive rights to develop, manufacture and commercialise MAC 321.@SECOND-LINE@NCT00063219@96@-@-@@@-@@@-@-@@-@96 PATIENTS WITH NSCLC REFRACTORY TO PLATINUM-BASED THERAPY.@@@II@II@@-@-@RESULTS PENDING@-@@@@-@MILATAXEL ORAL@@@@@MILATAXEL ORAL||||@TAXOLOG@WYETH@@@@TAXOLOG|WYETH|||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@-@@@@@-||||@Taxane@@@@@Taxane||||@SAFETY@@@@@@@@@@ADVANCED@@@@@NON-RANDOMISED@OPEN-LABEL@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14916402@Onco@@@@@300f1224ntsdm@300f1225ntsdm@300f1226ntsdm@300f1227ntsdm@300f1228ntsdm@@6mg/m2 oral tamibarotene@@-@-@-@-@@@@@14916402@Treating relapsed or refractory acute promyelocytic leukaemia@@-@-@@NO REVIEW@@@@-@>> Takeover is complete. [CytRx, 22.09.2008]>> CytRx acquires Innovive in US$25 million deal, mainly paid in future milestones. [CytRx, 10 June 2008]@-@-@50@-@FAST-TRACK DESIGNATION IN U.S. FOR RELAPSED/REFRACTORY APL GRANTED IN JUNE 2007; NDA FILING WITH FDA EXPECTED IN EARLY 2008. SPA RECEIVED IN AUGUST 2007. APPROVED IN JAPAN.@@@-@@8/1/2007@-@STAR-I@@-@-@@@II@II@@-@-@RESULTS PENDING@-@@@@MONO@TAMIBAROTENE@@@@@TAMIBAROTENE||||@INNOVIVE PHARMACEUTICAL@CYTRX CORP.@@@@INNOVIVE PHARMACEUTICAL|CYTRX CORP.|||@@@@@@|||||||||@Haematological Malignancy@@@@@Haematological Malignancy|||||||||@AM-80@@@@@AM-80||||@Retinoid@@@@@Retinoid||||@RESPONSE RATE@COMPLETE RESPONSE@PARTIAL RESPONSE@SAFETY@@PARTIAL RESPONSE@SAFETY@@@@RELAPSED@REFRACTORY@@@@OPEN-LABEL@SINGLE-ARM@PIVOTAL@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14916169@Onco@@@@@@@@@@@-@@-@-@-@MILAN, ITALY@@@@@14916169@Haplo-HSCT@@-@-@@NO REVIEW@@@-@-@Takara Bio holds the Asian market rights. MolMed is looking to out-license other rights.@-@NCT00423124@30@-@EMEA Orphan drug 2003.FDA orphan drug 2005.@@@EMEA Orphan drug 2003.FDA orphan drug 2005.@@@-@TK007@@-@-@@@I/II@II@@-@-@The treatment with TK resulted in an unprecedented improvement in patients' survival, showing that it promotes rapid and sustained immune reconstitution, thus abating transplant-related mortality, and that TK enhances safety and efficacy of haploidentical HSCT, thus increasing feasibility of transplantation from partially compatible donors. Phase III trial and another Phase I/II trial planned for 2008. SOURCE: MolMed, 15 December 2005@-@@@@MONO@-@@@@@-||||@MOLMED@@@@@MOLMED||||@@@@@@|||||||||@Haematological Malignancy@Acute Myeloid Leukaemia@Acute Lymphocytic Leukaemia@@@Haematological Malignancy|Acute Myeloid Leukaemia|Acute Lymphocytic Leukaemia|||||||@TK@@@@@TK||||@Gene Therapy@@@@@Gene Therapy||||@OVERALL SURVIVAL@SAFETY@@@@@@@@@-@@@@@OPEN-LABEL@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924565@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Delivery of low-dose bleomycin by electroporation@@L01DC01@L01D@-@-@@@@@14924565@-@@-@-@@NO REVIEW@@@@-@-@-@-@8 EVALUABLE @-@-@@@-@@@-@-@@-@-@@@I/II@IV@@-@-@June 2007 Madrid Breast Cancer conference; interim data; 6 of 8 patients had complete response at 24 weeks or last evaluation.@-@@@@MONO@BLEOMYCIN @@@@@BLEOMYCIN ||||@INOVIO BIOMEDICAL@@@@@INOVIO BIOMEDICAL||||@@@@@@|||||||||@Head & Neck Cancer@@@@@Head & Neck Cancer|||||||||@MEDPULSER@@@@@MEDPULSER||||@Cytotoxic Antibiotic@@@@@Cytotoxic Antibiotic||||@RESPONSE RATE@SAFETY@@@@@@@@@-@@@@@OPEN-LABEL@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
15409685@Onco@@@@@@@@@@@Degarelix, Experimental, Leuprolide, Active Comparator,@@@@@@10/1/2019@@@@15409685@A Multi-Center, Randomized, Assessor-Blind, Controlled Trial Comparing the Occurrence of Major Adverse Cardiovascular Events (MACEs) in Patients With Prostate Cancer and Cardiovascular Disease Receiving Degarelix (Gonadotropin-Releasing Hormone (GnRH) Receptor Antagonist) or Leuprolide (GnRH Receptor Agonist)@Male@@@@@@@@@@@NCT02663908@900@@@@@@@2/1/2016@@108@@@Advanced prostate cancer ; Indication to initiate androgen deprivation therapy (ADT); Predefined cardiovascular disease@@@Phase 3@III@@@@@@@@@@DEGARELIX@@@@@DEGARELIX||||@FERRING PHARMACEUTICALS@@@@@FERRING PHARMACEUTICALS||||@Canada@United States@@@@Canada|United States||||||||@Prostate Cancer@@@@@Prostate Cancer|||||||||@-@@@@@-||||@LH-RH Analog@@@@@LH-RH Analog||||@Time from randomization to the first confirmed (adjudicated) occurrence of the composite Major Adverse Cardiovascular Event (MACE) endpoint@@@@@Time from randomization to occurrence of myocardial infarction (fatal, non-fatal)@Time from randomization to occurrence of stroke (fatal, non-fatal)@@@@@@@@@RANDOMIZED@SAFETY/EFFICACY STUDY@PARALLEL ASSIGNMENT@Single Blind (Outcomes Assessor)@@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14922669@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@Enzastaurin versus placebo@@-@-@-@INDIANAPOLIS, INDIANA@@@Enzastaurin is an oral, serine threonine kinase inhibitor which selectively targets the PKCBeta and PI3/AKTsignaling pathways. By blocking these key pathways frequently over-expressed in a wide variety of cancers, enzastaurin suppresses tumor cell proliferation, induces tumor cell death and inhibits tumor-induced angiogenesis. Treatment has been well tolerated with minimal drug-related toxicity. Enzastaurin administration is associated with fatigue, diarrhea, nausea, decreased platelets, cough, vomiting, transaminase elevation, dyspnea, peripheral edema, and dizziness. Further testing in Phase III versus a placebo will provide us with a more complete look at the side effect profile for enzastaurin. In addition to DLBCL, enzastaurin is also being studied in other tumor types including breast, colon, lung, ovarian and prostate cancers@@14922669@-@@-@-@@NO REVIEW@@@@-@-@-@NCT00466440@96@-@-@@@-@@@-@11311H6Q-MC-S032  @@-@-@@@II@II@@-@-@Completion expected in January 2010.@-@@@@MONO@ENZASTAURIN@@@@@ENZASTAURIN||||@LILLY@@@@@LILLY||||@@@@@@|||||||||@Prostate Cancer@@@@@Prostate Cancer|||||||||@LY-317615@@@@@LY-317615||||@Angiogenesis Inhibitor@@@@@Angiogenesis Inhibitor||||@RESPONSE RATE@@@@@@@@@@-@@@@@RANDOMISED@DOUBLE-BLIND@PLACEBO-CONTROLLED@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@ORAL @US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
15413041@Onco@@@@@@@@@@@Cohort Docetaxel, , Participants initiated on docetaxel for the treatment of relapsed non-small cell lung cancer (NSCLC)@@@@@BASEL, SWITZERLAND@5/1/2016@@@@15413041@A Retrospective Chart Review to Describe the Rate of Neutropenic Sepsis in Patients With Non-Small Cell Lung Cancer Treated With Single-Agent Docetaxel and Associated Resource Use in the UK@Both@@@@@No intervention administered in this study@@@@@@NCT02658747@120@@@@@@@1/1/2016@@ML30033@@@Diagnosed with locally advanced or metastatic (stage Ill or IV) non-small cell lung cancer (NSCLC)  -  Relapsed disease following, or unable to tolerate, at least one line of prior chemotherapy  -  Initiated on single-agent docetaxel up to a maximum of 6 years prior to date of collection  -  Aged 18 years at date of first docetaxel dose  -  Completed or stopped treatment with docetaxel at least 30 days prior to date of data collection@@ADULTS@N/A@-@@@@@@@@@@-@@@@@-||||@ROCHE@@@@@ROCHE||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@-@@@@@-||||@Other@@@@@Other||||@Percentage of Participants Receiving Single-Agent Docetaxel Chemotherapy for Treatment of Relapsed Non-Small Cell Lung Cancer (NSCLC) with an Episode of Neutropenic Sepsis (NS) with an Absolute Neutrophil Count of Less Than 1.0 x 10^9/L@@@@@Frequency with which Participants Attend Hospital for Management of Specified Hematological Docetaxel-Related Toxicities, Including Anemia, Thrombocytopenia, Neutropenia, Neutropenic Infection and Pancytopenia@Percentage of Participants Receiving Single-Agent Docetaxel Chemotherapy for Treatment of Relapsed Non-Small Cell Lung Cancer (NSCLC) with an Episode of Neutropenic Sepsis (NS) with an Absolute Neutrophil Count of Less Than 0.5 x 10^9/L@@@@@@@@@Cohort@RETROSPECTIVE@@@@@@Invalid Factory Price@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@
14924480@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@-@@-@-@-@OXFORD, UNITED KINGDOM@@@@@14924480@Stage III/IV metastatic melanoma@@-@-@@NO REVIEW@@@@-@Commercial partners sought to co-develop and market the drug. Acquired through takeover of Oxxon in March 2007@FIRST-LINE@-@41@-@-@@@-@@@-@-@@-@41 HLA-A2 POSITIVE PATIENTS WITH NON-RESECTABLE STAGE III/IV MELANOMA@@@II@II@@-@-@All clinical endpoints were achieved; immunological melanoma-specific CD8 T-cell responses were seen in 91% of patients at highest dose; tumour responses in nearly 20% of patients (8); one partial response obeserved (51% reduction in target lesions) durable at 108 weeks follow-up.; overall survival was 100 weeks for immune responders versus 37 weeks for non-responders and 42 weeks for a groupd of control non-HLA A2 patients receiving standard of care@-@@@@MONO@-@@@@@-||||@OXFORD BIOMEDICA@@@@@OXFORD BIOMEDICA||||@@@@@@|||||||||@Melanoma / Skin Cancer@@@@@Melanoma / Skin Cancer|||||||||@HI-8 MEL@@@@@HI-8 MEL||||@Vaccine@@@@@Vaccine||||@RESPONSE RATE@OVERALL SURVIVAL@@@@@@@@@METASTATIC@@@@@-@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924141@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@ABT-751 in combination with Alimta versus Alimta alone@@-@-@-@UNITED STATES@@@An orally bioavailable antimitotic sulfonamide. ABT-751 binds to the colchicine-binding site on beta-tubulin and inhibits the polymerization of microtubules, thereby preventing tumor cell replication. This agent also disrupts tumor neovascularization, reducing tumor blood flow and so inducing a cytotoxic effect@@14924141@with Alimta@@-@-@@NO REVIEW@@@@-@-@-@NCT00297089@180@-@-@@@-@@4/1/2006@-@-@@-@-@@@I/II@II@@-@-@RESULTS PENDING@-@@@@COMBO@-@PEMETREXED@@@@-|PEMETREXED|||@ABBOTT@@@@@ABBOTT||||@@@@@@|||||||||@NSCLC@@@@@NSCLC|||||||||@ABT-751@ALIMTA@@@@ABT-751|ALIMTA|||@Plant Alkaloid@Vascular Disrupting Agent@@@@Plant Alkaloid|Vascular Disrupting Agent|||@PROGRESSION-FREE SURVIVAL@@@@@@@@@@ADVANCED@METASTATIC@@@@RANDOMISED@DOUBLE-BLIND@ACTIVE CONTROL@PARALLEL ASSIGNMENT@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14924221@Onco@@@@@300f1228ntsdm@300f1226ntsdm@300f1224ntsdm@300f1230ntsdm@300f1223ntsdm@@BrachySil in combination with chemotherapy@@-@-@-@-@@@@@14924221@Patients with inoperable pancreatic cancer@@-@-@@NO REVIEW@@@@-@-@-@-@17@-@-@@@-@@@-@-@@-@17 PATIENTS WITH INOPERABLE PANCREATIC CANCER@@@II@II@@-@-@Phase IIA data year-end 2007; preliminary Phase IIA data showed that at 8 weeks of follow-up, BrachySil led to disease stabilisation or reduced primary tumour size without significant adverse events in 9 of 10 evaluable patients. @-@@@@COMBO@-@@@@@-||||@PSIVIDA@@@@@PSIVIDA||||@@@@@@|||||||||@Pancreatic Cancer@@@@@Pancreatic Cancer|||||||||@BRACHYSIL@@@@@BRACHYSIL||||@Other@@@@@Other||||@SAFETY@OVERALL SURVIVAL@@@@@@@@@-@@@@@OPEN-LABEL@@@@@@@Invalid Factory Price@@@@@-@-@@@@-@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@-@@@-@US$@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@244@United States
14920892@Onco@@@@@300f1012ntsdm@@@@@@NO LABELLED TRIAL@@L01AA02@L01A@YES@BRENTFORD, UNITED KINGDOM@@@Leukeran is a bifunctional alkylating agent of the nitrogen mustard type that has been found active against selected human neoplastic diseases.@@14920892@Leukeran is indicated in the treatment of Hodgkin's disease, certain forms of non-Hodgkin's lymphoma, chronic lymphocytic leukaemia, and Waldenstrom's macroglobulinaemia@@NO@@@NO REVIEW@@@@90% (MINIMUM CO-PAYMENT: EUR5, MAXIMUM CO-PAYMENT: EUR10)@@@@@Waldenstrom's Macroglobulinaemia: Leukeran is the treatment of choice in this indication. Starting doses of 6-12 mg daily until leucopenia occurs are recommended followed by 2-8 mg daily indefinitely.@@@@@@@Can severely suppress bone marrow function. Chlorambucil is a carcinogen in humans. Chlorambucil is probably mutagenic and teratogenic in humans. Chlorambucil produces human infertility@NO LABELLED TRIAL@No@@@@@@APPROVED@@@GKV@NO LABELLED TRIAL@@@@@@CHLORAMBUCIL@@@@@CHLORAMBUCIL||||@GSK@@@@@GSK||||@@@@@@|||||||||@Haematological Malignancy@Waldenstrom's Macroglobinaemia@@@@Haematological Malignancy|Waldenstrom's Macroglobinaemia||||||||@LEUKERAN@@@@@LEUKERAN||||@Alkylating Agent@@@@@Alkylating Agent||||@@@@@@@@@@@@@@@@@@@@@@@Invalid Dosage Value Phase 1@@@@@@@@@50@1.1511@100@137.42@103.85@@@@@@@@@@1@@@@@@@@@@@@@@@@8/1/2017@2@2@461126@FILM-COATED TABLET@EURO@@@@@@@@2@MG@@@@@@@@@@@@@@@@@@@@@@@@@92@Germany
